asa_grav [m²/g],asa_vol [m²/cm³],av_vf,pore_volume [cm³/g],density [g/cm³],nexc [wt. %],uptake_grav [wt. %],uptake_vol [g H2/L],metal1,metal2,metal3,csd_ref,name1,name2,name3,oms,lcd [Å],pld [Å],LFPD [Å]
2589.7,2120.95,0.75,0.91,0.82,4.59,5.99,52.14,Zr,,,IXEJOM,"[""2,2'-bis(trifluoromethyl)biphenyl-4,4'-dicarboxylate"", ""2,2'-bis-trifluoromethyl-biphenyl-4,4'-dicarboxylate"", ""2,2'-bis(trifluoromethyl)-4,4'-biphenyldicarboxylate""]",,,Yes,15.03,14.15,15.03
2274.52,1870.22,0.63,0.77,0.82,4.19,5.31,46.12,Zn,,,FOJLOH,"[""4,4',4''-((2,4,6-Trimethylbenzene-1,3,5-triyl)tris(methyleneoxy))tribenzoate"", ""4,4',4''-[(2,4,6-trimethylbenzene-1,3,5-triyl)tris(methyleneoxy)]tribenzoate"", ""4',4''-[(2,4,6-trimethylbenzene-1,3,5-triyl)tris(methyleneoxy)]tribenzoate""]",,,Yes,7.24,6.67,7.24
2314.69,1866.49,0.64,0.8,0.81,4.24,5.43,46.31,Mn,,,NIRGAY,"[""4,4',4''-((2,4,6-Trimethylbenzene-1,3,5-triyl)tris(methyleneoxy))tribenzoate"", ""4,4',4''-[(2,4,6-trimethylbenzene-1,3,5-triyl)tris(methyleneoxy)]tribenzoate"", ""4',4''-[(2,4,6-trimethylbenzene-1,3,5-triyl)tris(methyleneoxy)]tribenzoate""]",,,Yes,8.45,5.81,8.44
2116.52,1754.26,0.6,0.73,0.83,3.99,5.05,44.12,Ca,,,OBIBEJ,"[""4,4',4''-((2,4,6-Trimethylbenzene-1,3,5-triyl)tris(methyleneoxy))tribenzoate"", ""4,4',4''-[(2,4,6-trimethylbenzene-1,3,5-triyl)tris(methyleneoxy)]tribenzoate"", ""4',4''-[(2,4,6-trimethylbenzene-1,3,5-triyl)tris(methyleneoxy)]tribenzoate""]",,,Yes,8.28,5.8,6.33
2601.62,2227.42,0.69,0.8,0.86,4.61,5.69,51.67,Cd,,,AROFET,"[""tetrakis(4-Methyloxabenzoate)methane""]",,,Yes,8.29,5.16,8.15
2730.16,2401.32,0.69,0.78,0.88,4.77,5.75,53.67,Cd,,,EREGOY,"[""tetrakis(4-Methyloxabenzoate)methane""]",,,Yes,7.33,5.25,7.2
2848.41,2014.24,0.72,1.02,0.71,4.92,6.52,49.31,Zn,,,GAWMOJ,"[""4,4'-[{2,2-bis[(4-carboxylatephenoxy)methyl]propane-1,3-diyl}bis(oxy)]dibenzoate""]",,,Yes,9.86,7.82,9.86
4557.7,2036.44,0.82,1.84,0.45,7.01,10.13,50.37,Zn,,,GISNED,"[""tetrakis(4-carboxylatephenoxymethyl)methane"", ""tetrakis((4-carboxylatephenoxy)methyl)methane""]",,,No,16.88,10.61,16.88
3173.36,2211.4,0.73,1.05,0.7,5.32,6.89,51.55,Cd,,,HIHGUC,"[""4-(3-(4-Carboxylatephenoxy)-2,2-bis((4-carboxyphenoxy)methyl)propoxy)benzoate"", ""4-(3-(4-carboxylatephenoxy)-2,2-bis((4-carboxyphenoxy)methyl)propoxy)benzoate"", ""4-(3-(4-carboxylatephenoxy)-2,2-bis[(4-carboxylatephenoxy)methyl]propoxy)benzoate"", ""tetrakis[4-(carboxylatephenoxy)methyl]methane"", ""4-(3-(4-Carboxyphenoxy)-2,2-bis((4-carboxyphenoxy)methyl)propoxy)benzoate""]",,,No,8.04,6.55,8.02
2387.7,2108.77,0.64,0.72,0.88,4.33,5.27,49.17,Mn,Cu,,NEDVUP,"[""4-(3-(4-Carboxylatephenoxy)-2,2-bis((4-carboxyphenoxy)methyl)propoxy)benzoate"", ""4-(3-(4-carboxylatephenoxy)-2,2-bis((4-carboxyphenoxy)methyl)propoxy)benzoate"", ""4-(3-(4-carboxylatephenoxy)-2,2-bis[(4-carboxylatephenoxy)methyl]propoxy)benzoate"", ""tetrakis[4-(carboxylatephenoxy)methyl]methane"", ""4-(3-(4-Carboxyphenoxy)-2,2-bis((4-carboxyphenoxy)methyl)propoxy)benzoate""]",,,Yes,7.1,5.28,7.1
2851.06,2155.93,0.67,0.89,0.76,4.92,6.16,49.68,Mn,,,NEDWAW,"[""4-(3-(4-Carboxylatephenoxy)-2,2-bis((4-carboxyphenoxy)methyl)propoxy)benzoate"", ""4-(3-(4-carboxylatephenoxy)-2,2-bis((4-carboxyphenoxy)methyl)propoxy)benzoate"", ""4-(3-(4-carboxylatephenoxy)-2,2-bis[(4-carboxylatephenoxy)methyl]propoxy)benzoate"", ""tetrakis[4-(carboxylatephenoxy)methyl]methane"", ""4-(3-(4-Carboxyphenoxy)-2,2-bis((4-carboxyphenoxy)methyl)propoxy)benzoate""]",,,No,8.22,6,8.18
3133.41,2139.49,0.72,1.06,0.68,5.27,6.88,50.44,Mn,Ni,,NEDWIE,"[""4-(3-(4-Carboxylatephenoxy)-2,2-bis((4-carboxyphenoxy)methyl)propoxy)benzoate"", ""4-(3-(4-carboxylatephenoxy)-2,2-bis((4-carboxyphenoxy)methyl)propoxy)benzoate"", ""4-(3-(4-carboxylatephenoxy)-2,2-bis[(4-carboxylatephenoxy)methyl]propoxy)benzoate"", ""tetrakis[4-(carboxylatephenoxy)methyl]methane"", ""4-(3-(4-Carboxyphenoxy)-2,2-bis((4-carboxyphenoxy)methyl)propoxy)benzoate""]",,,Yes,8.99,6.43,8.99
2068.21,1849.84,0.65,0.73,0.89,3.93,5.01,47.18,Zn,,,PURJIW,"[""tetrakis(4-carboxylatephenoxymethyl)methane"", ""tetrakis((4-carboxylatephenoxy)methyl)methane""]",,,Yes,8.03,6.17,8.03
3650.63,2298.43,0.74,1.17,0.63,5.91,7.63,51.98,Cu,,,ZIQJEQ,"[""1,4-bis(1,2,4-triazol-1-ylmethyl)benzene"", ""1,1'-(1,4-phenylenebis(methylene))bis(1H-1,2,4-triazole)""]",,,Yes,9.11,6.73,9.11
4905.83,1734.78,0.84,2.39,0.35,7.43,11.78,47.2,Al,,,MUZKEZ,"[""1,4-bis(4,4''-dicarboxylate-1,1':3',1''-terphenyl-5'-yl)benzene""]",,,Yes,17.52,13.27,17.52
3682.05,2581.34,0.74,1.06,0.7,5.95,7.36,55.69,Zn,,,DURDAX,"[""Terphenyl-3,3'',5,5'''-tetracarboxylate"", ""1,1':4',1''-terphenyl-3,3'',5,5''-tetracarboxylate""]",,,Yes,8.51,5.95,7.59
3594.14,2642.04,0.72,0.98,0.74,5.84,7.07,55.9,Zn,,,DURDIF,"[""Terphenyl-3,3'',5,5'''-tetracarboxylate"", ""1,1':4',1''-terphenyl-3,3'',5,5''-tetracarboxylate""]",,,Yes,6.94,6.05,6.9
2226.82,2025.76,0.68,0.75,0.91,4.13,5.21,50.02,Cu,,,ONIXOZ,"[""5,5',5''-(1,3,5-Benzenetriyl)tris(benzene-1,3-dicarboxylate)"", ""1,1',1''-(1,3,5-benzenetriyl)tris(3,5-dicarboxylatebenzene)""]",,,Yes,9.95,9.19,9.95
2564.27,2240.2,0.68,0.78,0.87,4.56,5.6,51.84,Co,,,XIJJEH,"[""5,5',5''-(1,3,5-Benzenetriyl)tris(benzene-1,3-dicarboxylate)"", ""1,1',1''-(1,3,5-benzenetriyl)tris(3,5-dicarboxylatebenzene)""]",,,Yes,11.37,4.41,7.63
3838.8,1893.57,0.78,1.58,0.49,6.14,8.87,48,Cu,,,XIDSUZ,"[""N,N',N''-tris(4-Pyridyl)trimesic amide"", ""N,N',N''-tris(4-Pyridinyl)-1,3,5-benzenetricarboxamide""]",,,Yes,16.05,15.79,16.05
5374.4,1568.49,0.89,3.05,0.29,7.98,13.71,46.37,Zn,,,CUSXIY,"[""4,4',4''-(Benzene-1,3,5-triyltriethyne-2,1-diyl)tribenzoate"", ""1,3,5-tris((4-carboxylatephenyl)ethynyl)benzene"", ""benzene-1,3,5-triyl-tris(ethyne-2,1-diyl)]tribenzoate"", ""4,4',4''-[benzene-1,3,5-triyl-tris(ethyne-2,1-diyl)]tribenzoate"", ""4,4',4''-(benzene-1,3,5-triyl-tris(ethyne-2,1-diyl)tribenzoate)""]",,,No,15.41,13.34,14.58
4197.32,2019.32,0.79,1.63,0.48,6.58,9.3,49.32,Cu,,,FAGQAI,"[""4,4',4''-(Benzene-1,3,5-triyltriethyne-2,1-diyl)tribenzoate"", ""1,3,5-tris((4-carboxylatephenyl)ethynyl)benzene"", ""benzene-1,3,5-triyl-tris(ethyne-2,1-diyl)]tribenzoate"", ""4,4',4''-[benzene-1,3,5-triyl-tris(ethyne-2,1-diyl)]tribenzoate"", ""4,4',4''-(benzene-1,3,5-triyl-tris(ethyne-2,1-diyl)tribenzoate)""]",,,Yes,13.61,8.61,13.6
4545.03,1832.34,0.83,2.07,0.4,7,10.7,48.3,Cu,,,QIYDAF,"[""4,4',4''-(Benzene-1,3,5-triyltriethyne-2,1-diyl)tribenzoate"", ""1,3,5-tris((4-carboxylatephenyl)ethynyl)benzene"", ""benzene-1,3,5-triyl-tris(ethyne-2,1-diyl)]tribenzoate"", ""4,4',4''-[benzene-1,3,5-triyl-tris(ethyne-2,1-diyl)]tribenzoate"", ""4,4',4''-(benzene-1,3,5-triyl-tris(ethyne-2,1-diyl)tribenzoate)""]",,,Yes,22.98,8.76,22.98
5615.12,1702.79,0.87,2.86,0.3,8.26,13.45,47.12,Cu,,,QIYDAF01,"[""4,4',4''-(Benzene-1,3,5-triyltriethyne-2,1-diyl)tribenzoate"", ""1,3,5-tris((4-carboxylatephenyl)ethynyl)benzene"", ""benzene-1,3,5-triyl-tris(ethyne-2,1-diyl)]tribenzoate"", ""4,4',4''-[benzene-1,3,5-triyl-tris(ethyne-2,1-diyl)]tribenzoate"", ""4,4',4''-(benzene-1,3,5-triyl-tris(ethyne-2,1-diyl)tribenzoate)""]",,,Yes,22,13.58,22
6628.79,1310.13,0.92,4.65,0.2,9.43,18.15,43.81,Cu,,,QIYDIN,"[""4,4',4''-(Benzene-1,3,5-triyltriethyne-2,1-diyl)tribenzoate"", ""1,3,5-tris((4-carboxylatephenyl)ethynyl)benzene"", ""benzene-1,3,5-triyl-tris(ethyne-2,1-diyl)]tribenzoate"", ""4,4',4''-[benzene-1,3,5-triyl-tris(ethyne-2,1-diyl)]tribenzoate"", ""4,4',4''-(benzene-1,3,5-triyl-tris(ethyne-2,1-diyl)tribenzoate)""]",,,Yes,29.98,15.02,29.84
4598.09,1819.65,0.83,2.1,0.4,7.06,10.82,48,Cu,,,QIYDIN01,"[""4,4',4''-(Benzene-1,3,5-triyltriethyne-2,1-diyl)tribenzoate"", ""1,3,5-tris((4-carboxylatephenyl)ethynyl)benzene"", ""benzene-1,3,5-triyl-tris(ethyne-2,1-diyl)]tribenzoate"", ""4,4',4''-[benzene-1,3,5-triyl-tris(ethyne-2,1-diyl)]tribenzoate"", ""4,4',4''-(benzene-1,3,5-triyl-tris(ethyne-2,1-diyl)tribenzoate)""]",,,Yes,21.6,10.46,21.53
3074.04,1518.29,0.79,1.6,0.49,5.2,8.27,44.54,Zn,,,ZARLEL,"[""4,4',4''-(Benzene-1,3,5-triyltriethyne-2,1-diyl)tribenzoate"", ""1,3,5-tris((4-carboxylatephenyl)ethynyl)benzene"", ""benzene-1,3,5-triyl-tris(ethyne-2,1-diyl)]tribenzoate"", ""4,4',4''-[benzene-1,3,5-triyl-tris(ethyne-2,1-diyl)]tribenzoate"", ""4,4',4''-(benzene-1,3,5-triyl-tris(ethyne-2,1-diyl)tribenzoate)""]",,,Yes,14.43,13.28,14.43
2362.06,1902.98,0.68,0.84,0.81,4.3,5.59,47.67,Zn,,,ZARLIP,"[""4,4',4''-(Benzene-1,3,5-triyltriethyne-2,1-diyl)tribenzoate"", ""1,3,5-tris((4-carboxylatephenyl)ethynyl)benzene"", ""benzene-1,3,5-triyl-tris(ethyne-2,1-diyl)]tribenzoate"", ""4,4',4''-[benzene-1,3,5-triyl-tris(ethyne-2,1-diyl)]tribenzoate"", ""4,4',4''-(benzene-1,3,5-triyl-tris(ethyne-2,1-diyl)tribenzoate)""]",,,Yes,9.1,7.67,9.1
3421.44,2236.32,0.75,1.15,0.65,5.63,7.37,52.04,Cu,,,LAQNID,"[""4'-(tris(3',5'-dicarboxylatebiphenyl-4-yl)vinyl)biphenyl-3,5-dicarboxylate"", ""4',4''',4''''',4'''''''-Ethene-1,1,2,2-tetrayltetrakis(((1,1'-biphenyl)-3,5-dicarboxylate)))""]",,,Yes,13.51,6.53,13.51
2981.61,2183.07,0.73,1,0.73,5.08,6.58,51.59,Zn,,,LEQBUG,"[""4'-(tris(3',5'-dicarboxylatebiphenyl-4-yl)vinyl)biphenyl-3,5-dicarboxylate"", ""4',4''',4''''',4'''''''-Ethene-1,1,2,2-tetrayltetrakis(((1,1'-biphenyl)-3,5-dicarboxylate)))""]",,,Yes,14.23,6.68,13.72
3190.97,2206.3,0.77,1.11,0.69,5.34,7.07,52.57,Zn,,,YONNAR,"[""5,5'-(ethylene)diisophthalate""]",,,Yes,11.86,5.71,11.73
4121.45,1849.48,0.82,1.84,0.45,6.49,9.77,48.6,Zr,,,DITJOH,"[""4',4'',4''',4''''-Methanetetrayltetrabiphenyl-4-carboxylate"", ""4',4'',4'''-[(4'-carboxybiphenyl-4-yl)methanetriyl]tribiphenyl-4-carboxylate""]",,,Yes,19.43,8.59,19.4
5416.81,2852.06,0.78,1.48,0.53,8.03,9.92,58.02,Cu,,,SUKYON,"[""methanetetrakis(biphenyl-4'-carboxylate)"", ""tetrakis(4'-Carboxybiphenyl-4-yl)methane""]",,,Yes,10.8,7.29,10.07
4463.64,2101.15,0.79,1.67,0.47,6.9,9.62,50.11,Zn,,,VEWKUF,"[""methanetetrakis(biphenyl-4'-carboxylate)"", ""tetrakis(4'-Carboxybiphenyl-4-yl)methane""]",,,No,11.97,10.55,11.94
3578.48,2279.97,0.74,1.16,0.64,5.82,7.54,51.94,Co,,,COZMUA,"[""tetrakis(4-Carboxyphenyl)methane"", ""4,4',4'',4'''-Methanetetrayltetrabenzoate""]",,,Yes,10.13,5.37,10.11
2947.67,2374.94,0.71,0.88,0.81,5.04,6.22,53.47,Zn,,,PUWDAM,"[""tetrakis(4-Carboxyphenyl)methane"", ""4,4',4'',4'''-Methanetetrayltetrabenzoate""]",,,No,9.01,5.91,9.01
3957,2372.38,0.77,1.29,0.6,6.29,8.21,53.62,Cu,,,SUKYIH,"[""tetrakis(4-Carboxyphenyl)methane"", ""4,4',4'',4'''-Methanetetrayltetrabenzoate""]",,,Yes,9.65,7.09,9.65
3376.43,2246.71,0.73,1.1,0.67,5.57,7.2,51.63,Ni,,,XISXEE,"[""tetrakis(4-Carboxyphenyl)methane"", ""4,4',4'',4'''-Methanetetrayltetrabenzoate""]",,,Yes,10.03,5.46,10.02
2346.92,1965.46,0.7,0.83,0.84,4.28,5.54,49.16,Zr,,,IXEJIG,"[""2,2'-dimethylbiphenyl-4,4'-dicarboxylate""]",,,Yes,11.25,10.39,10.81
4788.47,2424.91,0.79,1.56,0.51,7.29,9.61,53.84,Cu,,,KOJZIT,"[""2,2'-dimethylbiphenyl-4,4'-dicarboxylate""]",,,Yes,16.2,14.75,16.2
2651.23,2226.67,0.69,0.83,0.84,4.67,5.82,51.89,Zr,,,RUBLUX,"[""2,2'-dimethylbiphenyl-4,4'-dicarboxylate""]",,,No,9.49,9.07,9.49
2691.78,2365.02,0.67,0.77,0.88,4.72,5.69,53,Zn,,,FIZPOV,"[""5,5',5'',5'''-(1,3a-dihydropyrene-1,3,6,8-tetrayl)tetrabenzene-1,3-dicarboxylate""]",,,Yes,6.7,5.41,6.7
3066.64,2342.39,0.67,0.88,0.76,5.19,6.33,51.61,Mg,,,LOSBOM,"[""5,5',5'',5'''-Pyrene-1,3,6,8-tetrayltetraisophthalate""]",,,Yes,6.43,5.1,6.27
2772.55,2112.49,0.75,0.98,0.76,4.82,6.34,51.59,Cu,,,HOGLEV,"[""5-(3-Carboxy-5-carboxylatebenzyl)benzene-1,3-dicarboxylate"", ""5,5'-methylenediisophthalate"", ""5,5'-Methylenebis(isophthalate)"", ""5,5'-Methanediyldibenzene-1,3-dicarboxylate""]",,,Yes,14.03,9.05,14.02
2808.08,2390.76,0.7,0.82,0.85,4.87,5.93,53.69,Cu,,,HOGLEV01,"[""5-(3-Carboxy-5-carboxylatebenzyl)benzene-1,3-dicarboxylate"", ""5,5'-methylenediisophthalate"", ""5,5'-Methylenebis(isophthalate)"", ""5,5'-Methanediyldibenzene-1,3-dicarboxylate""]",,,Yes,9.5,5.6,9.5
2542.34,1733.15,0.68,1,0.68,4.53,6.19,45,Cu,,,IVETOT,"[""tetrakis(4-Pyridylphenyl)methane""]",,,Yes,10.1,7.16,9.84
4060.62,2306.32,0.79,1.4,0.57,6.41,8.59,53.35,Cu,,,ANUGIA,"[""5-(3,5-bis(4-carboxyphenyl)phenyl)benzene-1,3-dicarboxylate""]",,,Yes,13.85,6.76,13.85
4228.07,2472.03,0.79,1.35,0.58,6.62,8.6,54.99,Cu,,,ANUGOG,"[""5-(3,5-bis(4-carboxyphenyl)phenyl)benzene-1,3-dicarboxylate""]",,,Yes,11.39,7.09,11.39
4698.37,1754.11,0.85,2.27,0.37,7.18,11.32,47.65,Fe,,,LATBUG,"[""4,4',4'',4'''-[1,4-phenylenebis(pyridine-4,2,6-triyl)]tetrabenzoate""]",,,Yes,17.6,12.78,17.6
4625.73,1759.4,0.84,2.21,0.38,7.09,11.11,47.55,Cr,,,LATCAN,"[""4,4',4'',4'''-[1,4-phenylenebis(pyridine-4,2,6-triyl)]tetrabenzoate""]",,,Yes,17.46,13.36,17.46
5284.15,1288.51,0.91,3.73,0.24,7.88,15.2,43.71,Zn,,,CUSXOE,"[""4,4',4''-(benzene-1,3,5-triyl-tris(benzene-4,1-diyl)tribenzoate)""]",,,Yes,17.97,15.8,17.15
3371.55,2413.07,0.74,1.03,0.72,5.57,7.01,53.93,Zn,,,JAJZAY,"[""5,5'-(2,1,3-benzothiadiazole-4,7-diyl)di(benzene-1,3-dicarboxylate)"", ""5,5'-(2,1,3-Benzothiadiazole-4,7-diyl)dibenzene-1,3-dicarboxylate""]",,,Yes,11.43,6.25,11.43
3305.7,2334.22,0.75,1.06,0.71,5.49,7.03,53.4,Zn,,,KEFBEE,"[""5,5'-Ethyne-1,2-diyldiisophthalate"", ""1,1'-(Ethyne-1,2-diyl)benzene-3,3',5,5'-tetracarboxylate"", ""5,5'-ethyne-1,2-diyldibenzene-1,3-dicarboxylate"", ""5-[(3-carboxy-5-carboxylatephenyl)ethynyl]benzene-1,3-dicarboxylate"", ""5,5'-(ethyne-1,2-diyl)-bis(benzene-1,3-dicarboxylate)"", ""5-((3,5-dicarboxylatephenyl)ethynyl)isophthalate"", ""5,5'-(1,2-Ethynyl)bis-1,3-benzenedicarboxylate"", ""3,3'-(ethyne-1,2-diyl)bis(5-carboxybenzoate)""]",,,Yes,11.08,7.04,11.08
3242.83,2453.14,0.73,0.97,0.76,5.41,6.73,54.6,Zn,,,KEFBII,"[""5,5'-Ethyne-1,2-diyldiisophthalate"", ""1,1'-(Ethyne-1,2-diyl)benzene-3,3',5,5'-tetracarboxylate"", ""5,5'-ethyne-1,2-diyldibenzene-1,3-dicarboxylate"", ""5-[(3-carboxy-5-carboxylatephenyl)ethynyl]benzene-1,3-dicarboxylate"", ""5,5'-(ethyne-1,2-diyl)-bis(benzene-1,3-dicarboxylate)"", ""5-((3,5-dicarboxylatephenyl)ethynyl)isophthalate"", ""5,5'-(1,2-Ethynyl)bis-1,3-benzenedicarboxylate"", ""3,3'-(ethyne-1,2-diyl)bis(5-carboxybenzoate)""]",,,Yes,11.61,5.69,11.59
3194.5,2302.73,0.75,1.04,0.72,5.35,6.88,53.25,Zn,,,KEFBOO,"[""5,5'-Ethyne-1,2-diyldiisophthalate"", ""1,1'-(Ethyne-1,2-diyl)benzene-3,3',5,5'-tetracarboxylate"", ""5,5'-ethyne-1,2-diyldibenzene-1,3-dicarboxylate"", ""5-[(3-carboxy-5-carboxylatephenyl)ethynyl]benzene-1,3-dicarboxylate"", ""5,5'-(ethyne-1,2-diyl)-bis(benzene-1,3-dicarboxylate)"", ""5-((3,5-dicarboxylatephenyl)ethynyl)isophthalate"", ""5,5'-(1,2-Ethynyl)bis-1,3-benzenedicarboxylate"", ""3,3'-(ethyne-1,2-diyl)bis(5-carboxybenzoate)""]",,,Yes,11.99,8.05,11.99
3175.06,2294.74,0.74,1.03,0.72,5.32,6.83,53.02,Cu,,,NUTQAV,"[""5,5'-Ethyne-1,2-diyldiisophthalate"", ""1,1'-(Ethyne-1,2-diyl)benzene-3,3',5,5'-tetracarboxylate"", ""5,5'-ethyne-1,2-diyldibenzene-1,3-dicarboxylate"", ""5-[(3-carboxy-5-carboxylatephenyl)ethynyl]benzene-1,3-dicarboxylate"", ""5,5'-(ethyne-1,2-diyl)-bis(benzene-1,3-dicarboxylate)"", ""5-((3,5-dicarboxylatephenyl)ethynyl)isophthalate"", ""5,5'-(1,2-Ethynyl)bis-1,3-benzenedicarboxylate"", ""3,3'-(ethyne-1,2-diyl)bis(5-carboxybenzoate)""]",,,Yes,10.89,6.87,10.2
3004.82,2296.31,0.73,0.96,0.76,5.11,6.49,53.07,Cu,,,NUTQEZ,"[""5,5'-Ethyne-1,2-diyldiisophthalate"", ""1,1'-(Ethyne-1,2-diyl)benzene-3,3',5,5'-tetracarboxylate"", ""5,5'-ethyne-1,2-diyldibenzene-1,3-dicarboxylate"", ""5-[(3-carboxy-5-carboxylatephenyl)ethynyl]benzene-1,3-dicarboxylate"", ""5,5'-(ethyne-1,2-diyl)-bis(benzene-1,3-dicarboxylate)"", ""5-((3,5-dicarboxylatephenyl)ethynyl)isophthalate"", ""5,5'-(1,2-Ethynyl)bis-1,3-benzenedicarboxylate"", ""3,3'-(ethyne-1,2-diyl)bis(5-carboxybenzoate)""]",,,Yes,11.7,8.32,11.7
2987.87,2413.25,0.72,0.89,0.81,5.09,6.29,54.18,Cu,,,YAGHUM,"[""5,5'-Ethyne-1,2-diyldiisophthalate"", ""1,1'-(Ethyne-1,2-diyl)benzene-3,3',5,5'-tetracarboxylate"", ""5,5'-ethyne-1,2-diyldibenzene-1,3-dicarboxylate"", ""5-[(3-carboxy-5-carboxylatephenyl)ethynyl]benzene-1,3-dicarboxylate"", ""5,5'-(ethyne-1,2-diyl)-bis(benzene-1,3-dicarboxylate)"", ""5-((3,5-dicarboxylatephenyl)ethynyl)isophthalate"", ""5,5'-(1,2-Ethynyl)bis-1,3-benzenedicarboxylate"", ""3,3'-(ethyne-1,2-diyl)bis(5-carboxybenzoate)""]",,,No,10.95,4.14,10.95
3237.32,2324.4,0.74,1.04,0.72,5.4,6.92,53.35,Cu,,,YUGLES,"[""5,5'-Ethyne-1,2-diyldiisophthalate"", ""1,1'-(Ethyne-1,2-diyl)benzene-3,3',5,5'-tetracarboxylate"", ""5,5'-ethyne-1,2-diyldibenzene-1,3-dicarboxylate"", ""5-[(3-carboxy-5-carboxylatephenyl)ethynyl]benzene-1,3-dicarboxylate"", ""5,5'-(ethyne-1,2-diyl)-bis(benzene-1,3-dicarboxylate)"", ""5-((3,5-dicarboxylatephenyl)ethynyl)isophthalate"", ""5,5'-(1,2-Ethynyl)bis-1,3-benzenedicarboxylate"", ""3,3'-(ethyne-1,2-diyl)bis(5-carboxybenzoate)""]",,,Yes,10.9,6.78,10.9
3098.71,1786.71,0.83,1.44,0.58,5.23,7.87,49.25,Zr,,,VEGBUG,"[""dithieno(3,2-b;2',3'-d)-thiophene-2,6-dicarboxylate"", ""Dithiene(3,2-b;2',3'-d)thiophene-2,6-dicarboxylate""]",,,Yes,26.3,9.07,26.3
3783.82,1906.53,0.8,1.58,0.5,6.07,8.82,48.75,Cu,,,BINROH,"[""6,6',6''-Benzene-1,3,5-triyltrinaphthalene-2-carboxylate"", ""6,6',6''-benzene-1,3,5-triyltri(2-naphthoate)"", ""6',6''-benzene-1,3,5-triyltri(naphthalene-2-carboxylate)"", ""6,6',6''-Benzene-1,3,5-triyltris(2-naphthoate)""]",,,Yes,21.31,10.24,21.31
3727.96,1907.73,0.78,1.52,0.51,6.01,8.62,48.26,Zn,,,BINRUN,"[""6,6',6''-Benzene-1,3,5-triyltrinaphthalene-2-carboxylate"", ""6,6',6''-benzene-1,3,5-triyltri(2-naphthoate)"", ""6',6''-benzene-1,3,5-triyltri(naphthalene-2-carboxylate)"", ""6,6',6''-Benzene-1,3,5-triyltris(2-naphthoate)""]",,,Yes,21.1,10.09,21.09
3994.65,1883.78,0.79,1.67,0.47,6.33,9.23,47.96,Mn,,,BINSAU,"[""6,6',6''-Benzene-1,3,5-triyltrinaphthalene-2-carboxylate"", ""6,6',6''-benzene-1,3,5-triyltri(2-naphthoate)"", ""6',6''-benzene-1,3,5-triyltri(naphthalene-2-carboxylate)"", ""6,6',6''-Benzene-1,3,5-triyltris(2-naphthoate)""]",,,Yes,21.88,9.53,21.06
2335.99,2107.1,0.66,0.73,0.9,4.27,5.25,50.03,Cu,,,MUKRAN,"[""2',5'-dimethoxy-1,1':4',1''-terphenyl-3,3'',5,5''-tetracarboxylate""]",,,Yes,10.8,3.74,10.8
4222.32,1971.58,0.81,1.73,0.47,6.61,9.58,49.45,Zr,,,BOLZIN,"[""4,4',4'',4'''-(pyrene-1,3,6,8-tetrayltetraethyne-2,1-diyl)tetrabenzoate""]",,,No,18.71,7.76,17.5
4163.83,1954.88,0.8,1.71,0.47,6.54,9.48,49.14,Zr,,,MUBZUG,"[""4,4',4'',4'''-(pyrene-1,3,6,8-tetrayltetraethyne-2,1-diyl)tetrabenzoate""]",,,No,18.64,7.91,18.64
3123.44,2294.6,0.72,0.98,0.73,5.26,6.65,52.36,Cu,,,LUSYEF,"[""5,5'-Naphthalene-1,5-diyldiisophthalate""]",,,Yes,11.65,5.8,11.65
3258.22,2127.67,0.77,1.18,0.65,5.43,7.31,51.52,Cu,,,OKABEI,"[""5-[5-(carboxylate)pyridin-2-yl]isophthalate""]",,,Yes,13.87,9.42,13.87
3337.82,2363.51,0.74,1.05,0.71,5.53,7.03,53.56,Zn,,,SERCEZ,"[""2-Hydroxybiphenyl-4,4'-dicarboxylate""]",,,Yes,10.07,8.57,10.07
3225.88,2360.06,0.72,0.98,0.73,5.39,6.74,52.9,Zn,,,XAMHEA,"[""2-Methoxybiphenyl-4,4'-dicarboxylate""]",,,No,9.06,7.4,8.93
4045.89,2425.76,0.74,1.23,0.6,6.39,8.13,53.03,Cd,,,DELGEI,"[""N,N,N',N'-tetrakis(Pyridin-4-yl)benzene-1,4-diamine""]",,,Yes,11.24,5.94,11.24
4506.73,2354.64,0.8,1.52,0.52,6.95,9.27,53.4,Cu,,,DICKEH,"[""5,5'-(1,4-Phenylenediethyne-2,1-diyl)diisophthalate""]",,,Yes,12.84,7.41,12.69
3472.49,2422.85,0.79,1.13,0.7,5.69,7.37,55.48,Zn,,,EDUVUU,"[""1,1':4',1''-Terphenyl-4,4''-dicarboxylate""]",,,No,9.45,7.53,9.45
3525.73,1224.7,0.9,2.59,0.35,5.76,11.17,43.68,Zn,,,EDUWAB,"[""1,1':4',1''-Terphenyl-4,4''-dicarboxylate""]",,,No,25.32,15.73,25.32
3909,2110.86,,1.42,0.54,6.23,8.51,50.23,Zr,,,UVUFEX,"[""1,1':4',1''-Terphenyl-4,4''-dicarboxylate""]",,,No,,,
2503.93,2116,0.74,0.87,0.85,4.48,5.8,52.01,Zn,,,NUFCAU,"[""1,1':4',1''-terphenyl-2',3,3'',5,5',5''-hexacarboxylate"", ""2',5'-dicarboxy-1,1':4',1''-terphenyl-3,3'',5,5''-tetracarboxylate""]",,,Yes,9.94,7.34,9.94
