asa_grav [m²/g],asa_vol [m²/cm³],av_vf,pore_volume [cm³/g],density [g/cm³],nexc [wt. %],uptake_grav [wt. %],uptake_vol [g H2/L],metal1,metal2,metal3,csd_ref,name1,name2,name3,oms,lcd [Å],pld [Å],LFPD [Å]
4785.8,1695.85,0.87,2.46,0.35,7.28,11.85,47.64,Zn,,,YODWOF,"1,3-bis(3,5-dicarboxylatephenylethynyl)benzene",,,Yes,21.6,14.64,21.6
4491.91,1906.84,0.85,2,0.42,6.93,10.48,49.7,Zn,,,YODWUL,"[""5,5'-(1,3-phenylenebis(carbonylimino))diisophthalate""]",,,Yes,23.49,11.53,23.49
4240.94,1712.88,0.83,2.06,0.4,6.63,10.43,47.02,Cu,,,YUSWEP,"bis(3,5-bis(4-carboxylatephenyl)phenyl)methane",,,Yes,37.34,13.01,37.32
4487.44,2093.84,0.83,1.77,0.47,6.93,9.9,51.25,Zn,,,YUZPEQ,"5,5',5''-(nitrilotris((4,1-phenylene)-1H-1,2,3-triazole-4,1-diyl))tri(benzene-1,3-dicarboxylate)",,,Yes,21.5,9.23,18.34
4760.85,1930.72,0.84,2.08,0.41,7.26,10.9,49.6,Zn,,,YUZPIU,"1,3,5-tris(4-[1-(3,5-dicarboxylatephenyl)-1H-1,2,3-triazol-4-yl]phenyl)benzene",,,Yes,24.28,10.27,24.28
3783.05,2261.64,0.79,1.32,0.6,6.07,8.14,52.97,Zn,,,YUZPOA,"1,3,5-tris(4-(3,5-dicarboxylatephenyl)-1H-1,2,3-triazol-1-yl)benzene",,,Yes,20.09,6.66,20.09
3437.05,2630.89,0.74,0.96,0.77,5.65,6.88,56.51,Zn,,,ZELQAK,"5,5'-(1H-1,2,3-triazole-1,4-diyl)diisophthalate",,,Yes,8.24,5.24,8.15
2637.82,1924.84,0.64,0.88,0.73,4.65,5.95,46.13,Cu,,,ZEVXAB,"4,4',4'',4''',4'''',4'''''-(Cyclopropane-1,2,3-triylidenetrimethanediylylidene)hexabenzonitrile",,,No,8.32,6.46,8.31
3272.96,2562.61,0.7,0.89,0.78,5.45,6.54,54.79,Cu,,,ZIKJIO,5-(bis(4-carboxylatebenzyl)amine)isophthalate,,,Yes,7.08,5.59,7.08
2246.27,2178.44,0.65,0.67,0.97,4.15,5,51.08,Cu,,,ZIKJOU,5-(bis(4-carboxylatebenzyl)amine)isophthalate,,,Yes,5.82,3.96,5.82
5065.43,1981.84,0.84,2.15,0.39,7.62,11.32,49.92,Zn,,,ZILBUT,"2,2'-dihydroxy-6,6'-dimethylbiphenyl-4,4'-dicarboxylate",,,No,15.8,10.41,15.8
3592.82,2082.03,0.78,1.34,0.58,5.84,8.03,50.59,Si,Cu,,ZIMTAS,tetrakis(4-tetrazolylphenyl)silane,,,Yes,15.45,6.03,15.45
2979.93,2253.97,0.71,0.93,0.76,5.08,6.39,51.63,Cu,,,ZISNEW,"5,5'-(9,9-dimethyl-9H-fluorene-2,7-diyl)diisophthalate",,,Yes,10.94,5.73,10.94
3913.28,2019.82,0.81,1.58,0.52,6.23,8.93,50.61,Cu,,,ZIVCOY,"4',4''-oxydibiphenyl-3,5-dicarboxylate",,,Yes,21.35,13.61,21.35
3750,2633.85,0.72,1.02,0.7,6.03,7.31,55.4,Mn,,,ZOFZIF,"5,5'-(1H-1,2,3-triazole-1,4-diyl)diisophthalate",,,Yes,8.08,5.83,8.07
3727.03,2530.56,0.76,1.11,0.68,6.01,7.53,55.31,Co,,,ZOFZOL,"5,5'-(1H-1,2,3-triazole-1,4-diyl)diisophthalate",,,Yes,9.41,6.6,9.39
2310.67,2020.35,0.69,0.79,0.87,4.24,5.4,49.91,Zn,,,GACQAE,"[""Naphthalene-2,6-dicarboxylate"", ""2,6-Naphtalenedicarboxylate"", ""2,6-Naphthalenedicarboxylate""]","[""(R)-mandelate""]",,Yes,8.57,8.26,8.57
3850.88,2056.79,0.79,1.47,0.53,6.16,8.59,50.2,Cr,Zn,,SETTAO,"[""Isonicotinamide"", ""Isonicotinate""]","[""4,4',4''-(benzene-1,3,5-triyltris(carbonylimino))tribenzoate"", ""4,4',4''-[1,3,5-benzenetriyltris(carbonylimino)]tribenzoate""]",,Yes,13.88,10.04,13.88
4996.42,1578.36,0.88,2.77,0.32,7.54,12.76,46.21,Cu,,,HOHMEX,"[""4,4'-Bipyridine"", ""4,4'-bipyridyl"", ""4,4'-Bipyridinium"", ""4,4'-bipyridine"", ""4,4'-dipyridyl""]","[""Benzophenene-para,para-dicarboxylate"", ""4,4'-carbonyldibenzoate"", ""4-(4-carboxylatebenzoyl)benzoate""]",,No,18.78,14.89,18.78
3030.3,2217.3,0.68,0.93,0.73,5.14,6.43,50.31,Zn,,,SOPLEQ,"[""4,4'-Bipyridine"", ""4,4'-bipyridyl"", ""4,4'-Bipyridinium"", ""4,4'-bipyridine"", ""4,4'-dipyridyl""]","[""4-[(4-carboxylatebenzoyl)amine]benzoate"", ""4-((4-carboxylatebenzoyl)amide)benzoate""]",,No,8.79,7.51,8.79
3076.42,2064.07,0.71,1.06,0.67,5.2,6.83,49.18,Zn,,,DUNYOC,"[""Azobenzene-4,4'-dicarboxylate"", ""4-((4-carboxyphenyl)diazenyl)benzoate""]","[""N,N'-di(pyridin-4-yl)biphenyl-4,4'-dicarboxamide""]",,Yes,10,7.82,9.31
2275.42,1882.02,0.66,0.8,0.83,4.19,5.4,47.18,Zn,,,HAPHUD,"[""4,4'-Bipyridine"", ""4,4'-bipyridyl"", ""4,4'-Bipyridinium"", ""4,4'-bipyridine"", ""4,4'-dipyridyl""]","[""1,3-bis(3,5-dicarboxylatephenyl)urea""]",,Yes,8.48,6.83,8.46
2061.37,1500.13,0.66,0.91,0.73,3.92,5.51,42.43,Mn,Cu,,HUMWIX,"tris(4-carboxylate-2,3,5,6-tetramethylphenyl)borane","1,4-dioxane",,Yes,14.99,9.18,14.99
2452.8,1903.68,0.7,0.9,0.78,4.42,5.84,48.09,Zn,,,NASROR,"[""2',3',5',6'-tetramethyl-1,1':4',1''-terphenyl-3,3'',5,5''-tetracarboxylate""]","1,4-dioxane",,Yes,13.45,4.98,13.45
2518.78,2642.26,0.76,0.72,1.05,4.5,5.39,59.8,Cd,,,NINHOH,"[""Cyano"", ""dicyano""]","1,4-dioxane",,Yes,6.5,5.4,6.5
2272.05,2173.22,0.63,0.66,0.96,4.19,5,50.33,Zn,,,QOMFEE,"5,6,7,8-tetrahydro-4-(pyridin-4-yl)quinoline-5,6-diol","[""fumarate""]",,Yes,6.23,4.79,6.23
2277.21,1966.05,0.7,0.81,0.86,4.19,5.43,49.53,Zr,,,ERAMOB,"[""2,2'-dimethylbiphenyl-4,4'-dicarboxylate""]","[""fumarate""]",,Yes,11.82,11.24,11.82
2341.14,2416.65,0.67,0.65,1.03,4.28,5.06,54.97,Zn,,,SAKRED,"[""Terephthalate"", ""Tetradeuteroterephthalate"", ""Benzene-1,4-dicarboxylate"", ""1,4-Benzenedicarboxylate"", ""terephthtalate""]","[""2-Hydroxypropanoate"", ""S-lactate"", ""2-oxidopropanoate""]",,Yes,5.52,5.03,5.52
2345.38,2420.1,0.67,0.65,1.03,4.28,5.06,55,Zn,,,JADJOQ,"[""Terephthalate"", ""Tetradeuteroterephthalate"", ""Benzene-1,4-dicarboxylate"", ""1,4-Benzenedicarboxylate"", ""terephthtalate""]","[""2-Hydroxypropanoate"", ""S-lactate"", ""2-oxidopropanoate""]",,Yes,5.63,5.13,5.63
2368.7,2423.56,0.67,0.65,1.02,4.31,5.09,54.87,Zn,,,EBIPOX,"[""Terephthalate"", ""Tetradeuteroterephthalate"", ""Benzene-1,4-dicarboxylate"", ""1,4-Benzenedicarboxylate"", ""terephthtalate""]","[""2-Hydroxypropanoate"", ""S-lactate"", ""2-oxidopropanoate""]",,Yes,5.79,4.91,5.78
2524.31,2363.81,0.66,0.71,0.94,4.51,5.37,53.14,Cu,,,QONLEM,"[""perhydronaphthalene""]","[""5-(pyridin-4-yl)tetrazolate"", ""5-(4-Pyridyl)tetrazolate""]",,Yes,5.91,4.72,5.82
2707.64,2297.1,0.62,0.73,0.85,4.74,5.61,50.38,Zn,,,ETIXIQ,,"pentacyclo[6.6.6.02,7.09,14.015,20]icosa-2,4,6,9,11,13,15,17,19-nonaene-1,8-dicarboxylate",,No,6.68,4.66,6.66
3550.84,1776.43,0.85,1.7,0.5,5.79,8.94,49.1,Cu,,,NUVXUZ,"[""N-methyl-2-pyrrolidinone"", ""N-methylpyrrolidin-2-one"", ""N-methyl-2-pyrrolidone"", ""1-methylpyrrolidin-2-one""]","[""4-carboxylatepyrazolate"", ""pyrazolate-4-carboxylate"", ""pyrazole-4-carboxylate""]",,Yes,23.89,9.67,23.89
3273.03,2298.35,0.73,1.03,0.7,5.45,6.92,52.21,Cr,Zn,,SETSIV,"[""Isonicotinamide"", ""Isonicotinate""]","[""benzene-1,3,5-tricarboxylate"", ""benzene-1,3,5-tricarboxyate"", ""1,3-dicarboxylatebenzene-5-carboxylic"", ""1,3,5-Benzenetricarboxylate"", ""1,3,5-tricarboxylatebenzene"", ""3,5-dicarboxybenzoate"", ""5-carboxybenzene-1,3-dicarboxylate""]",,Yes,10.19,8.59,10.19
3275.69,2668.09,0.69,0.84,0.81,5.45,6.43,55.97,Cr,Zn,,SETSOB,"[""Isonicotinamide"", ""Isonicotinate""]","[""benzene-1,3,5-tricarboxylate"", ""benzene-1,3,5-tricarboxyate"", ""1,3-dicarboxylatebenzene-5-carboxylic"", ""1,3,5-Benzenetricarboxylate"", ""1,3,5-tricarboxylatebenzene"", ""3,5-dicarboxybenzoate"", ""5-carboxybenzene-1,3-dicarboxylate""]",,No,6.39,4.98,6.38
2652.11,2185,0.71,0.86,0.82,4.67,5.9,51.69,Fe,,,DAPBED,,"[""benzene-1,3,5-tricarboxylate"", ""benzene-1,3,5-tricarboxyate"", ""1,3-dicarboxylatebenzene-5-carboxylic"", ""1,3,5-Benzenetricarboxylate"", ""1,3,5-tricarboxylatebenzene"", ""3,5-dicarboxybenzoate"", ""5-carboxybenzene-1,3-dicarboxylate""]",,Yes,11.88,6.8,11.88
2117.55,1228.9,0.76,1.31,0.58,3.99,6.66,41.43,Ni,,,HUYKIV,,"[""benzene-1,3,5-tricarboxylate"", ""benzene-1,3,5-tricarboxyate"", ""1,3-dicarboxylatebenzene-5-carboxylic"", ""1,3,5-Benzenetricarboxylate"", ""1,3,5-tricarboxylatebenzene"", ""3,5-dicarboxybenzoate"", ""5-carboxybenzene-1,3-dicarboxylate""]",,Yes,13.9,13.68,13.9
2104.13,1822.63,0.63,0.72,0.87,3.97,5.01,45.73,Cd,,,TEYHIP,N-(4-pyridyl)amide,"[""benzene-1,3,5-tricarboxylate"", ""benzene-1,3,5-tricarboxyate"", ""1,3-dicarboxylatebenzene-5-carboxylic"", ""1,3,5-Benzenetricarboxylate"", ""1,3,5-tricarboxylatebenzene"", ""3,5-dicarboxybenzoate"", ""5-carboxybenzene-1,3-dicarboxylate""]",,No,7.18,6.12,7.18
4514.6,2165.37,0.8,1.66,0.48,6.96,9.64,51.16,Ni,,,XUTQEI,"[""4,4'-Bipyridine"", ""4,4'-bipyridyl"", ""4,4'-Bipyridinium"", ""4,4'-bipyridine"", ""4,4'-dipyridyl""]","[""benzene-1,3,5-tricarboxylate"", ""benzene-1,3,5-tricarboxyate"", ""1,3-dicarboxylatebenzene-5-carboxylic"", ""1,3,5-Benzenetricarboxylate"", ""1,3,5-tricarboxylatebenzene"", ""3,5-dicarboxybenzoate"", ""5-carboxybenzene-1,3-dicarboxylate""]",,Yes,15.07,13.14,15.07
2823,2173.71,,0.89,0.77,4.88,6.14,50.36,Co,,,VOCXUH,"[""4,4'-Bipyridine"", ""4,4'-bipyridyl"", ""4,4'-Bipyridinium"", ""4,4'-bipyridine"", ""4,4'-dipyridyl""]","[""benzene-1,3,5-tricarboxylate"", ""benzene-1,3,5-tricarboxyate"", ""1,3-dicarboxylatebenzene-5-carboxylic"", ""1,3,5-Benzenetricarboxylate"", ""1,3,5-tricarboxylatebenzene"", ""3,5-dicarboxybenzoate"", ""5-carboxybenzene-1,3-dicarboxylate""]",,No,,,
2665.5,2274.69,0.63,0.74,0.85,4.69,5.58,50.45,Co,,,RAYMAG,"[""4,4'-Ethane-1,2-diyldipyridine"", ""1,2-bis(Pyrid-4-yl)ethane"", ""1,2-bis(pyridin-4-yl)ethane"", ""4,4'-(ethane-1,2-diyl)dipyridine"", ""1,2-bis(4-pyridyl)ethane""]","[""benzene-1,3,5-tricarboxylate"", ""benzene-1,3,5-tricarboxyate"", ""1,3-dicarboxylatebenzene-5-carboxylic"", ""1,3,5-Benzenetricarboxylate"", ""1,3,5-tricarboxylatebenzene"", ""3,5-dicarboxybenzoate"", ""5-carboxybenzene-1,3-dicarboxylate""]",,Yes,6.11,4,6.11
2579.42,2392.13,0.67,0.72,0.93,4.58,5.45,53.43,Ni,,,RIBDAJ,"[""Pyridine""]","[""benzene-1,3,5-tricarboxylate"", ""benzene-1,3,5-tricarboxyate"", ""1,3-dicarboxylatebenzene-5-carboxylic"", ""1,3,5-Benzenetricarboxylate"", ""1,3,5-tricarboxylatebenzene"", ""3,5-dicarboxybenzoate"", ""5-carboxybenzene-1,3-dicarboxylate""]",,No,5.98,5.03,5.95
2500.19,2330.9,0.65,0.7,0.93,4.48,5.32,52.38,Co,,,RIBDEN,"[""Pyridine""]","[""benzene-1,3,5-tricarboxylate"", ""benzene-1,3,5-tricarboxyate"", ""1,3-dicarboxylatebenzene-5-carboxylic"", ""1,3,5-Benzenetricarboxylate"", ""1,3,5-tricarboxylatebenzene"", ""3,5-dicarboxybenzoate"", ""5-carboxybenzene-1,3-dicarboxylate""]",,No,6.09,5.1,6.09
3249.79,2355.92,0.68,0.94,0.72,5.42,6.66,51.69,Li,,,VOQXIK,"[""N-methyl-2-pyrrolidinone"", ""N-methylpyrrolidin-2-one"", ""N-methyl-2-pyrrolidone"", ""1-methylpyrrolidin-2-one""]","[""benzene-1,3,5-tricarboxylate"", ""benzene-1,3,5-tricarboxyate"", ""1,3-dicarboxylatebenzene-5-carboxylic"", ""1,3,5-Benzenetricarboxylate"", ""1,3,5-tricarboxylatebenzene"", ""3,5-dicarboxybenzoate"", ""5-carboxybenzene-1,3-dicarboxylate""]",,Yes,7.64,6.07,7.64
4480.84,1960.32,0.84,1.91,0.44,6.92,10.25,49.94,Cu,,,BIPSUQ,"[""formate""]","5,10,15,20-tetrakis(3,5-dicarboxybiphenyl)porphyrinate",,Yes,18.61,16.93,18.61
2335.12,2228.79,0.68,0.71,0.95,4.27,5.2,52.33,Mn,,,IYUHOB,"[""4-(2-(pyridin-4-yl)vinyl)pyridine"", ""4,4'-trans-bis(4-pyridyl)ethylene"", ""bis(4-pyridyl)ethylene"", ""1,2-bis(4-pyridyl)ethylene""]","[""5-azidoisophthalate""]",,No,9.27,6.04,9.27
2885.95,2311.14,0.69,0.87,0.8,4.96,6.14,52.39,Cu,,,ANONAT,"[""3,5-dimethylpyridine""]","[""5,5'-(1,3,6,8-Tetraoxo-1,3,6,8-tetrahydrobenzo[lmn][3,8]phenanthroline-2,7-diyl)diisophthalate"", ""5,5'-(1,3,6,8-tetraoxobenzo[lmn][3,8]phenanthroline-2,7-diyl)bis(benzene-1,3-dicarboxylate)"", ""5,5'-(1,3,6,8-tetraoxobenzo[lmn][3,8]phenanthroline-2,7-diyl"", ""2,7-bis(3,5-dicarboxylatephenyl)-1,3,6,8-tetraoxo-1,3,6,8-tetrahydrobenzo[lmn][3,8]phenanthroline""]",,Yes,7.8,5.88,7.8
3076.09,2351.84,0.7,0.92,0.76,5.2,6.45,52.69,Zn,,,NUMPAO,"[""4,4'-Ethane-1,2-diyldipyridine"", ""1,2-bis(Pyrid-4-yl)ethane"", ""1,2-bis(pyridin-4-yl)ethane"", ""4,4'-(ethane-1,2-diyl)dipyridine"", ""1,2-bis(4-pyridyl)ethane""]","[""5-t-butylisophthalate"", ""5-t-Butylbenzene-1,3-dicarboxylate""]",,Yes,7.22,6.76,7.21
2943.87,2337.82,0.73,0.92,0.79,5.04,6.33,53.66,Zn,,,WIYFAM,"[""Terephthalate"", ""Tetradeuteroterephthalate"", ""Benzene-1,4-dicarboxylate"", ""1,4-Benzenedicarboxylate"", ""terephthtalate""]","[""3,3',5,5'-tetramethyl-1H,1'H-4,4'-bipyrazolate""]",,Yes,9.09,6.13,9.09
3001.77,2364.52,0.72,0.92,0.79,5.11,6.38,53.69,Zn,,,YILJAG,"[""2-aminebenzene-1,4-dicarboxylate"", ""2-amineterephthalate"", ""2-amidebenzene-1,4-dicarboxylate"", ""2,5-dicarboxylateanilinium"", ""2amidebenzene-1,4-dicarboxylate"", ""2aminebenzene-1,4-dicarboxylate"", ""2-aminobenzene-1,4-dicarboxylate"", ""2-amine-1,4-benzenedicarboxylate"", ""3-amine-4-carboxybenzoate""]","[""3,3',5,5'-tetramethyl-1H,1'H-4,4'-bipyrazolate""]",,Yes,9.11,6,8.55
2690.36,2153.22,0.68,0.85,0.8,4.72,5.91,50.27,Zn,,,SUPLOF,"[""4,4'-Bipyridine"", ""4,4'-bipyridyl"", ""4,4'-Bipyridinium"", ""4,4'-bipyridine"", ""4,4'-dipyridyl""]","[""2,5-dioxyterephthalate"", ""2,5-dioxybenzene-1,4-dicarboxylate"", ""2,5-Dioxidoterephthalate"", ""2,5-dihydroxybenzene-1,4-dicarboxylate"", ""2,5-dioxido-1,4-benzenedicarboxylate"", ""2,5-Dioxidobenzene-1,4-dicarboxylate"", ""2,5-Dicarboxylatebenzene-1,4-diolate"", ""2,5-Dihydroxyterephthalate""]",,No,9.83,5.82,9.82
2831.83,2354.2,0.67,0.81,0.83,4.9,5.93,52.37,Mg,,,YUFLIW,"[""N-methyl-2-pyrrolidinone"", ""N-methylpyrrolidin-2-one"", ""N-methyl-2-pyrrolidone"", ""1-methylpyrrolidin-2-one""]","[""2,5-dioxyterephthalate"", ""2,5-dioxybenzene-1,4-dicarboxylate"", ""2,5-Dioxidoterephthalate"", ""2,5-dihydroxybenzene-1,4-dicarboxylate"", ""2,5-dioxido-1,4-benzenedicarboxylate"", ""2,5-Dioxidobenzene-1,4-dicarboxylate"", ""2,5-Dicarboxylatebenzene-1,4-diolate"", ""2,5-Dihydroxyterephthalate""]",,Yes,6.09,4.91,6.08
2564.19,2209.58,0.74,0.86,0.86,4.56,5.82,53.29,Cu,,,MAFFUW,"[""Pyridine""]","1,3-bis(3,5-dicarboxylatephenexy)propane",,Yes,12.44,9.17,12.25
2620.78,1805.53,0.74,1.08,0.69,4.63,6.48,47.74,Cd,,,YUXQIS,"[""4,4'-Bipyridine"", ""4,4'-bipyridyl"", ""4,4'-Bipyridinium"", ""4,4'-bipyridine"", ""4,4'-dipyridyl""]","[""2-aminebenzene-1,4-dicarboxylate"", ""2-amineterephthalate"", ""2-amidebenzene-1,4-dicarboxylate"", ""2,5-dicarboxylateanilinium"", ""2amidebenzene-1,4-dicarboxylate"", ""2aminebenzene-1,4-dicarboxylate"", ""2-aminobenzene-1,4-dicarboxylate"", ""2-amine-1,4-benzenedicarboxylate"", ""3-amine-4-carboxybenzoate""]",,No,17.65,14.42,17.65
2396.42,2108.57,0.66,0.75,0.88,4.35,5.37,49.89,Cd,,,YUXQOY,"[""4,4'-Bipyridine"", ""4,4'-bipyridyl"", ""4,4'-Bipyridinium"", ""4,4'-bipyridine"", ""4,4'-dipyridyl""]","[""2-aminebenzene-1,4-dicarboxylate"", ""2-amineterephthalate"", ""2-amidebenzene-1,4-dicarboxylate"", ""2,5-dicarboxylateanilinium"", ""2amidebenzene-1,4-dicarboxylate"", ""2aminebenzene-1,4-dicarboxylate"", ""2-aminobenzene-1,4-dicarboxylate"", ""2-amine-1,4-benzenedicarboxylate"", ""3-amine-4-carboxybenzoate""]",,No,7.81,5.77,7.81
2848.64,2273.51,0.71,0.89,0.8,4.92,6.16,52.41,Zn,,,IGORUS,,"[""naphthalene-1,4-dicarboxylate"", ""Naphthalene-1,4-dicarboxylate""]",,Yes,10.23,5.81,10.23
4080.15,1723.58,0.85,2.01,0.42,6.44,10.17,47.82,Zn,,,UDALUI,"[""1,3,5-tris(4-Carboxyphenyl)benzene"", ""1,3,5-tris(4-carboxylatephenyl)benzene"", ""benzene-1,3,4-tribenzoate"", ""4,4',4''-benzene-1,3,5-tribenzoate""]","[""1-methyl-1H-indole-4,7-dicarboxylate""]",,Yes,24.1,23.57,24.1
4180.81,1745.24,0.85,2.04,0.42,6.56,10.33,48.08,Zn,,,UDANIY,"[""1,3,5-tris(4-Carboxyphenyl)benzene"", ""1,3,5-tris(4-carboxylatephenyl)benzene"", ""benzene-1,3,4-tribenzoate"", ""4,4',4''-benzene-1,3,5-tribenzoate""]","1-methyl-2-phenyl-1H-indole-4,7-dicarboxylate",,Yes,23.88,23.46,23.88
4398.73,1897.73,0.81,1.89,0.43,6.82,10.13,48.62,Cu,,,QIYDEJ,"[""4,4'-Bipyridine"", ""4,4'-bipyridyl"", ""4,4'-Bipyridinium"", ""4,4'-bipyridine"", ""4,4'-dipyridyl""]","[""4,4',4''-(Benzene-1,3,5-triyltriethyne-2,1-diyl)tribenzoate"", ""1,3,5-tris((4-carboxylatephenyl)ethynyl)benzene"", ""benzene-1,3,5-triyl-tris(ethyne-2,1-diyl)]tribenzoate"", ""4,4',4''-[benzene-1,3,5-triyl-tris(ethyne-2,1-diyl)]tribenzoate"", ""4,4',4''-(benzene-1,3,5-triyl-tris(ethyne-2,1-diyl)tribenzoate)""]",,Yes,22.49,11.56,22.49
6349.95,1346.05,0.91,4.3,0.21,9.11,17.21,44.07,Cu,,,QIYDOT,"[""4,4'-Bipyridine"", ""4,4'-bipyridyl"", ""4,4'-Bipyridinium"", ""4,4'-bipyridine"", ""4,4'-dipyridyl""]","[""4,4',4''-(Benzene-1,3,5-triyltriethyne-2,1-diyl)tribenzoate"", ""1,3,5-tris((4-carboxylatephenyl)ethynyl)benzene"", ""benzene-1,3,5-triyl-tris(ethyne-2,1-diyl)]tribenzoate"", ""4,4',4''-[benzene-1,3,5-triyl-tris(ethyne-2,1-diyl)]tribenzoate"", ""4,4',4''-(benzene-1,3,5-triyl-tris(ethyne-2,1-diyl)tribenzoate)""]",,Yes,19.82,17.06,19.64
5696.7,1408.41,0.91,3.67,0.25,8.36,15.37,44.89,Zn,,,CUSYAR,"[""1,1'-Biphenyl-4,4'-dicarboxylate"", ""4,4'-biphenyl-1,1'-dicarboxylate"", ""biphenyl-4,4'-dicarboxylate"", ""[1,1'-biphenyl]-4,4'-dicarboxylate"", ""4,4'-biphenyldicarboxylate""]","[""4,4',4''-(Benzene-1,3,5-triyltriethyne-2,1-diyl)tribenzoate"", ""1,3,5-tris((4-carboxylatephenyl)ethynyl)benzene"", ""benzene-1,3,5-triyl-tris(ethyne-2,1-diyl)]tribenzoate"", ""4,4',4''-[benzene-1,3,5-triyl-tris(ethyne-2,1-diyl)]tribenzoate"", ""4,4',4''-(benzene-1,3,5-triyl-tris(ethyne-2,1-diyl)tribenzoate)""]",,No,28.01,12.18,27.6
1942.26,1584.31,0.69,0.85,0.82,3.77,5.23,45.04,Ni,,,SUVNEE,"[""nicotinate"", ""pyridine-3-carboxylate"", ""pyrdine-3-carboxylate""]","[""Terephthalate"", ""Tetradeuteroterephthalate"", ""Benzene-1,4-dicarboxylate"", ""1,4-Benzenedicarboxylate"", ""terephthtalate""]",,Yes,15.66,6.96,15.66
3296.43,2051.21,0.79,1.27,0.62,5.47,7.59,51.09,Cr,Zn,,XODPUD,"[""Isonicotinamide"", ""Isonicotinate""]","[""Terephthalate"", ""Tetradeuteroterephthalate"", ""Benzene-1,4-dicarboxylate"", ""1,4-Benzenedicarboxylate"", ""terephthtalate""]",,Yes,15.85,13.09,15.85
2699.16,2129.05,0.69,0.87,0.79,4.73,5.97,50.11,Zn,,,XATZOK,"[""5,10,15,20-tetra(pyridin-4-yl)porphyrinate""]","[""Terephthalate"", ""Tetradeuteroterephthalate"", ""Benzene-1,4-dicarboxylate"", ""1,4-Benzenedicarboxylate"", ""terephthtalate""]",,Yes,8.53,5.82,8.33
2234.95,1661.95,0.73,0.99,0.74,4.14,5.89,46.53,Ni,,,KARMUN,"[""4'-(4-pyridyl)biphenyl-4-carboxylate""]","[""Terephthalate"", ""Tetradeuteroterephthalate"", ""Benzene-1,4-dicarboxylate"", ""1,4-Benzenedicarboxylate"", ""terephthtalate""]",,No,16.76,10.46,16.76
3493.49,2170.48,0.72,1.16,0.62,5.72,7.46,50.11,Cd,,,FIHHUB,,"[""Terephthalate"", ""Tetradeuteroterephthalate"", ""Benzene-1,4-dicarboxylate"", ""1,4-Benzenedicarboxylate"", ""terephthtalate""]",,No,15.61,13.12,15.61
2494.21,2078.06,0.64,0.77,0.83,4.47,5.51,48.59,Mn,Zn,,XILSUI,"[""2,7-di(pyridin-4-yl)benzo[lmn][3,8]phenanthroline-1,3,6,8(2H,7H)-tetrone"", ""N,N'-bis(4-pyridyl)-1,4,5,8-naphthalenedi-imide"", ""2,7-bis(pyridin-4-yl)benzo[lmn][3,8]phenanthroline-1,3,6,8(2H,7H)-tetrone"", ""N,N'-bis(4-pyridyl)1,4,5,8-naphthalenedi-imide"", ""2,7-bis(pyridin-4-yl)3a,5a,1b,1c-tetrahydrobenzo[lmn][3,8]phenanthroline-1,3,6,8(2H,7H)tetrone"", ""N,N'-bis(4-pyridyl)-1,4,5,8-napthalenetetracarboxydiimide"", ""2,7-di(pyridin-4-yl)benzo[lmn][3,8]phenanthroline-1,3,6,8(2H,7H)tetrone"", ""2,7-bis(pyridin-4-yl)benzo(lmn)(3,8)phenanthroline-1,3,6,8(2H,7H)-tetrone"", ""2,7-di(pyridin-4-yl)benzo[lmn][3,8]phenanthroline-1,3,6,8(2H,7H)-tetron""]","[""4,4',4'',4'''-Porphyrinate-5,10,15,20-tetrayltetrabenzoate""]",,Yes,8.05,5.18,8.05
2256.2,2015.14,0.62,0.7,0.89,4.17,5.1,47.97,Mn,Zn,,XILTAP,"[""2,7-di(pyridin-4-yl)benzo[lmn][3,8]phenanthroline-1,3,6,8(2H,7H)-tetrone"", ""N,N'-bis(4-pyridyl)-1,4,5,8-naphthalenedi-imide"", ""2,7-bis(pyridin-4-yl)benzo[lmn][3,8]phenanthroline-1,3,6,8(2H,7H)-tetrone"", ""N,N'-bis(4-pyridyl)1,4,5,8-naphthalenedi-imide"", ""2,7-bis(pyridin-4-yl)3a,5a,1b,1c-tetrahydrobenzo[lmn][3,8]phenanthroline-1,3,6,8(2H,7H)tetrone"", ""N,N'-bis(4-pyridyl)-1,4,5,8-napthalenetetracarboxydiimide"", ""2,7-di(pyridin-4-yl)benzo[lmn][3,8]phenanthroline-1,3,6,8(2H,7H)tetrone"", ""2,7-bis(pyridin-4-yl)benzo(lmn)(3,8)phenanthroline-1,3,6,8(2H,7H)-tetrone"", ""2,7-di(pyridin-4-yl)benzo[lmn][3,8]phenanthroline-1,3,6,8(2H,7H)-tetron""]","[""4,4',4'',4'''-Porphyrinate-5,10,15,20-tetrayltetrabenzoate""]",,Yes,7.47,4.49,7.47
